"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"Brazil";"Portuguese";2476;"Positive";;"#UseAmarelo";6;"Twitter for Android";2476;3851;"Jun 28, 2020";11:16 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";1289;"Neutral";"atual regime";"#UseAmarelo";6;"Twitter for iPhone";1289;591;"Jun 28, 2020";11:16 PM;"Bahia";
"Brazil";"Portuguese";935;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";5;"Twitter for Android";935;3459;"Jun 28, 2020";11:16 PM;"Mato Grosso";
"Brazil";"Portuguese";935;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for Android";935;3459;"Jun 28, 2020";11:16 PM;"Mato Grosso";
"Unknown";"Portuguese";23;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";2;"Twitter for iPhone";23;103;"Jun 28, 2020";11:16 PM;;
"Unknown";"Portuguese";743;"Negative";;"#UseAmarelo";5;"Twitter for Android";743;1936;"Jun 28, 2020";11:16 PM;;
"Nepal";"Portuguese";80;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";3;"Twitter for Android";80;386;"Jun 28, 2020";11:16 PM;"Far Western";
"Unknown";"Portuguese";219;"Neutral";;"#UseAmarelo";4;"Twitter for Android";219;163;"Jun 28, 2020";11:16 PM;;
"Unknown";"Portuguese";12;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";2;"Twitter for iPhone";12;160;"Jun 28, 2020";11:16 PM;;
"Brazil";"Portuguese";321;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";321;607;"Jun 28, 2020";11:15 PM;"São Paulo";"Indaiatuba"
"Brazil";"Portuguese";935;"Neutral";;"#UseAmarelo";5;"Twitter for Android";935;3459;"Jun 28, 2020";11:15 PM;"Mato Grosso";
"Unknown";"Portuguese";123;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";123;164;"Jun 28, 2020";11:14 PM;;
"Unknown";"Portuguese";8883;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";7;"Twitter Web App";8883;128;"Jun 28, 2020";11:13 PM;;
"Unknown";"Portuguese";19;"Negative";;"#UseAmarelo";2;"Twitter Web App";19;136;"Jun 28, 2020";11:12 PM;;
"Brazil";"Portuguese";1312;"Negative";;"#UseAmarelo";6;"Twitter Web App";1312;1824;"Jun 28, 2020";11:11 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";423;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for Android";423;625;"Jun 28, 2020";11:10 PM;"Federal District";"Brasília"
"Unknown";"Portuguese";0;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for Android";;20;"Jun 28, 2020";11:10 PM;;
"Unknown";"Portuguese";2;"Neutral";"maioria das coisas";"#UseAmarelo";1;"Tweetbot for i?S";2;84;"Jun 28, 2020";11:10 PM;;
"Unknown";"Portuguese";44;"Neutral";;"#UseAmarelo";3;"Twitter for Android";44;152;"Jun 28, 2020";11:10 PM;;
"Brazil";"Portuguese";3603;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";7;"Twitter for iPhone";3603;2880;"Jun 28, 2020";11:09 PM;"Minas Gerais";"Belo Horizonte"
"Unknown";"Portuguese";528;"Negative";;"#UseAmarelo";5;"Twitter for Android";528;610;"Jun 28, 2020";11:08 PM;;
"Unknown";"Portuguese";51;"Positive";;"#UseAmarelo";3;"Twitter for iPhone";51;27;"Jun 28, 2020";11:07 PM;;
"Brazil";"Portuguese";494;"Negative";;"#UseAmarelo";5;"Twitter for Android";494;3558;"Jun 28, 2020";11:07 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";3066;"Negative";;"#UseAmarelo";6;"Twitter for Android";3066;4617;"Jun 28, 2020";11:07 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";2337;"Negative";;"#UseAmarelo";6;"Twitter for Android";2337;2523;"Jun 28, 2020";11:07 PM;"Mato Grosso";
"Brazil";"Portuguese";392;"Positive";;"#UseAmarelo";5;"Twitter for Android";392;348;"Jun 28, 2020";11:06 PM;"Rio Grande do Norte";"Natal"
"Brazil";"Portuguese";392;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";392;348;"Jun 28, 2020";11:06 PM;"Rio Grande do Norte";"Natal"
"Brazil";"Portuguese";880;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";880;1081;"Jun 28, 2020";11:05 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";18;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";2;"Twitter for iPhone";18;519;"Jun 28, 2020";11:04 PM;;
"Brazil";"Portuguese";2877;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";2877;4286;"Jun 28, 2020";11:03 PM;"Rio de Janeiro";
"Unknown";"Portuguese";37;"Neutral";"máquina de repressão";"#UseAmarelo";3;"Twitter for Android";37;154;"Jun 28, 2020";11:02 PM;;
"Unknown";"Portuguese";37;"Negative";;"#UseAmarelo";3;"Twitter for Android";37;154;"Jun 28, 2020";11:02 PM;;
"Unknown";"Portuguese";743;"Negative";;"#UseAmarelo";5;"Twitter for Android";743;1936;"Jun 28, 2020";11:02 PM;;
"Unknown";"Portuguese";58;"Negative";;"#UseAmarelo";2;"Twitter for iPhone";58;258;"Jun 28, 2020";11:02 PM;;
"Unknown";"Portuguese";815;"Negative";;"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:59 PM;;
"Unknown";"Portuguese";82;"Neutral";"máquina de repressão";"#UseAmarelo";3;"Twitter Web App";82;510;"Jun 28, 2020";10:58 PM;;
"Brazil";"Portuguese";966;"Negative";;"#UseAmarelo";5;"Twitter for Android";966;4998;"Jun 28, 2020";10:58 PM;"Santa Catarina";"Florianópolis"
"United States";"Portuguese";178;"Negative";;"#UseAmarelo";4;"Twitter for Android";178;287;"Jun 28, 2020";10:58 PM;"Delaware";
"Brazil";"Portuguese";90;"Neutral";"máquina de repressão";"#UseAmarelo";3;"Twitter Web App";90;776;"Jun 28, 2020";10:58 PM;"São Paulo";"Sorocaba"
"Unknown";"Portuguese";1150;"Negative";;"#UseAmarelo";6;"Mobile Web (M2)";1150;1180;"Jun 28, 2020";10:56 PM;;
"Brazil";"Portuguese";240;"Negative";"ditadura militar,leitores de IDIOTAS,los igual";"#UseAmarelo";4;"Twitter for Android";240;685;"Jun 28, 2020";10:55 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";20;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";2;"Twitter for Android";20;25;"Jun 28, 2020";10:55 PM;;
"Unknown";"Portuguese";35;"Negative";;"#UseAmarelo";2;"Twitter for Android";35;162;"Jun 28, 2020";10:55 PM;;
"Brazil";"Portuguese";14162;"Negative";;"#UseAmarelo";8;"Twitter for Android";14162;12626;"Jun 28, 2020";10:55 PM;"Mato Grosso";
"Brazil";"Portuguese";9856;"Negative";;"#UseAmarelo";7;"Twitter for Android";9856;10714;"Jun 28, 2020";10:54 PM;"Pernambuco";"Recife"
"Brazil";"Portuguese";845;"Negative";;"#UseAmarelo";5;"Twitter for Android";845;1489;"Jun 28, 2020";10:54 PM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";44;"Negative";;"#UseAmarelo";3;"Twitter for Android";44;32;"Jun 28, 2020";10:54 PM;;
"Unknown";"Portuguese";375;"Neutral";;"#UseAmarelo";5;"Twitter for Android";375;514;"Jun 28, 2020";10:52 PM;;
"Unknown";"Portuguese";815;"Neutral";;"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:51 PM;;
"Unknown";"Portuguese";815;"Neutral";"anos de regime militar";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:51 PM;;
"Brazil";"Portuguese";68;"Negative";;"#UseAmarelo";3;"Twitter for iPhone";68;591;"Jun 28, 2020";10:51 PM;"Pernambuco";"Recife"
"Unknown";"Portuguese";815;"Neutral";"ditadura militar,movimentos pró";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:51 PM;;
"Unknown";"Portuguese";27;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";1;"Twitter for Android";27;80;"Jun 28, 2020";10:50 PM;;
"Unknown";"Portuguese";815;"Neutral";"eleições diretas,movimento decisivo";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:50 PM;;
"Brazil";"Portuguese";955;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";6;"Twitter for iPhone";955;681;"Jun 28, 2020";10:49 PM;"Rio Grande do Sul";"Porto Alegre"
"Unknown";"Portuguese";2976;"Neutral";"máquina de repressão";"#UseAmarelo";7;"Twitter for iPhone";2976;2238;"Jun 28, 2020";10:48 PM;;
"Brazil";"Portuguese";132;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";132;349;"Jun 28, 2020";10:46 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";303;"Negative";;"#UseAmarelo";5;"Twitter for Android";303;229;"Jun 28, 2020";10:46 PM;;
"Unknown";"Portuguese";3370;"Negative";;"#UseAmarelo";7;"Twitter for Android";3370;2338;"Jun 28, 2020";10:46 PM;;
"Unknown";"English";4578;"Negative";"Brazilian democracy,half of voters,horrors of dictatorship,largest newspaper,new pro-democracy initiative";"#UseAmarelo";7;"Twitter for iPhone";4578;1752;"Jun 28, 2020";10:46 PM;;
"Unknown";"Portuguese";815;"Negative";;"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:46 PM;;
"Unknown";"Portuguese";815;"Neutral";"continuidade do modelo de segurança,métodos repressivos,regime militar";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:45 PM;;
"Syrian Arab Republic";"Portuguese";53;"Negative";"renda minima";"#UseAmarelo";3;"Twitter for Android";53;307;"Jun 28, 2020";10:44 PM;"Homs";
"Brazil";"Portuguese";66;"Neutral";;"#UseAmarelo";3;"Twitter Web App";66;523;"Jun 28, 2020";10:44 PM;"Federal District";"Brasília"
"Unknown";"Portuguese";815;"Neutral";"bando de comunistas,declarações semelhantes,frases de generais,linguajar agressivo";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:44 PM;;
"Unknown";"Portuguese";815;"Neutral";"geração de militares,união nacional";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:44 PM;;
"Unknown";"Portuguese";815;"Neutral";"falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:43 PM;;
"Brazil";"Portuguese";19;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for Android";19;38;"Jun 28, 2020";10:43 PM;"Maranhão";"São Luís"
"Unknown";"Portuguese";815;"Negative";"ditadura militar";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:43 PM;;
"Unknown";"Portuguese";815;"Neutral";"custas de endividamento,final do regime,milagre econômico,período de forte crescimento";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:42 PM;;
"Brazil";"Portuguese";3635;"Negative";;"#UseAmarelo";7;"Twitter Web App";3635;2657;"Jun 28, 2020";10:42 PM;"Mato Grosso";
"Unknown";"Portuguese";815;"Neutral";"Milhares de filmes,peças de teatro";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:42 PM;;
"Unknown";"Portuguese";815;"Neutral";"maior singularidade,poder mortos";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:42 PM;;
"Brazil";"Portuguese";13505;"Neutral";;"#UseAmarelo";8;"Twitter Web App";13505;3895;"Jun 28, 2020";10:42 PM;"Pará";"Belém"
"Unknown";"Portuguese";815;"Neutral";"máquina de repressão";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:42 PM;;
"Unknown";"Portuguese";815;"Neutral";"militar instaurado";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:42 PM;;
"Brazil";"Portuguese";66;"Neutral";;"#UseAmarelo";3;"Twitter Web App";66;523;"Jun 28, 2020";10:40 PM;"Federal District";"Brasília"
"Unknown";"Portuguese";815;"Neutral";"intensa pressão popular,poder de forma pacífica";"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:40 PM;;
"Unknown";"Portuguese";57;"Negative";;"#UseAmarelo";3;"Twitter for Android";57;151;"Jun 28, 2020";10:39 PM;;
"Brazil";"Portuguese";260;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";260;877;"Jun 28, 2020";10:39 PM;"Mato Grosso";
"Unknown";"Portuguese";815;"Negative";;"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:38 PM;;
"Brazil";"Portuguese";4435;"Negative";;"#UseAmarelo";7;"Twitter Web App";4435;269;"Jun 28, 2020";10:38 PM;"Santa Catarina";"Florianópolis"
"Brazil";"Portuguese";1312;"Negative";;"#UseAmarelo";6;"Twitter for Android";1312;1102;"Jun 28, 2020";10:38 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";198;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";198;570;"Jun 28, 2020";10:37 PM;"Bahia";"Salvador"
"Unknown";"Portuguese";111;"Negative";;"#UseAmarelo";3;"Twitter for Android";111;131;"Jun 28, 2020";10:36 PM;;
"Brazil";"Portuguese";8245;"Negative";;"#UseAmarelo";7;"Twitter for Android";8245;6801;"Jun 28, 2020";10:34 PM;"São Paulo";"São Bernardo do Campo"
"Brazil";"Portuguese";597;"Negative";"postura clara";"#UseAmarelo";5;"Twitter for Android";597;782;"Jun 28, 2020";10:34 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";3479;"Negative";;"#UseAmarelo";7;"Twitter Web App";3479;1513;"Jun 28, 2020";10:33 PM;;
"Unknown";"Portuguese";122;"Negative";;"#UseAmarelo";4;"Twitter for Android";122;1680;"Jun 28, 2020";10:33 PM;;
"Brazil";"Portuguese";1247;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";1247;1427;"Jun 28, 2020";10:32 PM;"Mato Grosso";
"Brazil";"Portuguese";1590;"Negative";;"#UseAmarelo";6;"Twitter for Android";1590;2139;"Jun 28, 2020";10:32 PM;"Mato Grosso";
"United States";"Portuguese";178;"Negative";;"#UseAmarelo";4;"Twitter for Android";178;287;"Jun 28, 2020";10:31 PM;"Delaware";
"Brazil";"Portuguese";2007;"Negative";;"#UseAmarelo";6;"Twitter for Android";2007;1799;"Jun 28, 2020";10:31 PM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";815;"Neutral";;"#UseAmarelo";6;"Twitter Web App";815;414;"Jun 28, 2020";10:31 PM;;
"Brazil";"Portuguese";5637;"Negative";;"#UseAmarelo";7;"Twitter for iPhone";5637;5639;"Jun 28, 2020";10:30 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";123;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for iPhone";123;480;"Jun 28, 2020";10:30 PM;"Mato Grosso";
"Unknown";"Portuguese";6738;"Negative";;"#UseAmarelo";7;"Twitter for Android";6738;5898;"Jun 28, 2020";10:29 PM;;
"Brazil";"Portuguese";97;"Neutral";;"#UseAmarelo";4;"Twitter for Android";97;128;"Jun 28, 2020";10:29 PM;"Rio de Janeiro";"Niterói"
"Brazil";"Portuguese";97;"Neutral";"próximas eleições presidenciais";"#UseAmarelo";4;"Twitter for Android";97;128;"Jun 28, 2020";10:29 PM;"Rio de Janeiro";"Niterói"
"Brazil";"Portuguese";50;"Neutral";"máquina de repressão";"#UseAmarelo";3;"Twitter for Android";50;454;"Jun 28, 2020";10:29 PM;"Amazonas";"Manaus"
"Brazil";"Portuguese";6813;"Negative";;"#UseAmarelo";7;"Twitter Web App";6813;7224;"Jun 28, 2020";10:29 PM;"Rio Grande do Norte";"Natal"
"Brazil";"Portuguese";7;"Negative";;"#UseAmarelo";;"Twitter for Android";7;52;"Jun 28, 2020";10:29 PM;"São Paulo";"São Caetano do Sul"
"Brazil";"Portuguese";2437;"Negative";;"#UseAmarelo";6;"Twitter for Android";2437;3049;"Jun 28, 2020";10:28 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";209;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";209;75;"Jun 28, 2020";10:27 PM;"Mato Grosso";
"Unknown";"Portuguese";105;"Negative";;"#UseAmarelo";4;"Twitter Web App";105;60;"Jun 28, 2020";10:27 PM;;
"Brazil";"Portuguese";2337;"Negative";;"#UseAmarelo";6;"Twitter for Android";2337;2523;"Jun 28, 2020";10:26 PM;"Mato Grosso";
"Brazil";"Portuguese";1533;"Negative";;"#UseAmarelo";6;"Twitter for Android";1533;1508;"Jun 28, 2020";10:23 PM;"Amazonas";
"Brazil";"Portuguese";45;"Negative";;"#UseAmarelo";3;"Twitter for iPhone";45;76;"Jun 28, 2020";10:23 PM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";651;"Negative";;"#UseAmarelo";5;"Twitter for Android";651;567;"Jun 28, 2020";10:22 PM;;
"Brazil";"Portuguese";338;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for iPhone";338;136;"Jun 28, 2020";10:20 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";185;"Negative";;"#UseAmarelo";4;"Twitter for iPhone";185;2630;"Jun 28, 2020";10:19 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";58;"Neutral";;"#UseAmarelo";3;"Twitter for Android";58;494;"Jun 28, 2020";10:19 PM;"São Paulo";"Ubatuba"
"Unknown";"Portuguese";1872;"Negative";;"#UseAmarelo";6;"Twitter for Android";1872;1524;"Jun 28, 2020";10:19 PM;;
"Unknown";"Portuguese";39;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for Android";39;72;"Jun 28, 2020";10:17 PM;;
"Brazil";"Portuguese";393;"Negative";;"#UseAmarelo";5;"Twitter for iPhone";393;581;"Jun 28, 2020";10:17 PM;"Pernambuco";"Recife"
"Brazil";"Portuguese";132;"Negative";;"#UseAmarelo";4;"Twitter for Android";132;714;"Jun 28, 2020";10:17 PM;"São Paulo";"Campinas"
"Unknown";"Portuguese";26;"Negative";;"#UseAmarelo";2;"Twitter for Android";26;196;"Jun 28, 2020";10:17 PM;;
"Unknown";"Portuguese";11064;"Negative";"desse horror";"#UseAmarelo";8;"Twitter for Android";11064;7603;"Jun 28, 2020";10:16 PM;;
"Unknown";"Portuguese";16;"Neutral";"cara de pau,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";2;"Twitter for Android";16;47;"Jun 28, 2020";10:16 PM;;
"Brazil";"Portuguese";4001;"Negative";;"#UseAmarelo";7;"Twitter Web App";4001;898;"Jun 28, 2020";10:16 PM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";30;"Negative";;"#UseAmarelo";3;"Twitter for Android";30;70;"Jun 28, 2020";10:15 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";2422;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";6;"Twitter for iPhone";2422;3839;"Jun 28, 2020";10:15 PM;"Mato Grosso";
"Brazil";"Portuguese";295;"Negative";;"#UseAmarelo";5;"Twitter for Android";295;644;"Jun 28, 2020";10:13 PM;"Mato Grosso";
"Brazil";"Portuguese";8129;"Negative";;"#UseAmarelo";7;"Twitter Web App";8129;8112;"Jun 28, 2020";10:13 PM;"Minas Gerais";
"Brazil";"Portuguese";8168;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";7;"Twitter for iPhone";8168;8497;"Jun 28, 2020";10:12 PM;"Amapá";"Macapá"
"Unknown";"Portuguese";2330;"Negative";;"#UseAmarelo";6;"Twitter for Android";2330;2311;"Jun 28, 2020";10:12 PM;;
"Unknown";"Portuguese";11064;"Negative";;"#UseAmarelo";8;"Twitter for Android";11064;7603;"Jun 28, 2020";10:12 PM;;
"Brazil";"Portuguese";3271;"Negative";;"#UseAmarelo";6;"Twitter Web App";3271;3199;"Jun 28, 2020";10:10 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";132;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";132;53;"Jun 28, 2020";10:10 PM;"Pará";"Marabá"
"Brazil";"Portuguese";53;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";3;"Twitter for iPhone";53;879;"Jun 28, 2020";10:09 PM;"Mato Grosso";
"Unknown";"Portuguese";160;"Negative";;"#UseAmarelo";4;"Twitter Web App";160;336;"Jun 28, 2020";10:08 PM;;
"Brazil";"Portuguese";111;"Negative";;"#UseAmarelo";4;"Twitter Web App";111;136;"Jun 28, 2020";10:08 PM;"Mato Grosso";
"Unknown";"Portuguese";4956;"Neutral";;"#UseAmarelo";7;"Twitter Web App";4956;3614;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Negative";;"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"anos de regime militar";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"ditadura militar,movimentos pró";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"eleições diretas,movimento decisivo";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"continuidade do modelo de segurança,métodos repressivos,regime militar";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"bando de comunistas,declarações semelhantes,frases de generais,linguajar agressivo";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:07 PM;;
"Unknown";"Portuguese";19;"Neutral";"geração de militares,união nacional";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";19;"Neutral";"falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";19;"Neutral";"custas de endividamento,final do regime,milagre econômico,período de forte crescimento";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";2757;"Positive";;"#UseAmarelo";6;"Twitter for Android";2757;4999;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";19;"Neutral";"Milhares de filmes,peças de teatro";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Brazil";"Portuguese";3255;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";7;"Twitter for Android";3255;1895;"Jun 28, 2020";10:06 PM;"Goiás";"Goiânia"
"Unknown";"Portuguese";19;"Neutral";"maior singularidade,poder mortos";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";19;"Neutral";"máquina de repressão";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:06 PM;;
"Unknown";"Portuguese";14;"Neutral";"cara de pau,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";2;"Twitter for Android";14;34;"Jun 28, 2020";10:05 PM;;
"Unknown";"Portuguese";19;"Neutral";"militar instaurado";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:05 PM;;
"Brazil";"Portuguese";9;"Neutral";"grave amnésia";"#UseAmarelo";1;"Twitter for iPhone";9;68;"Jun 28, 2020";10:05 PM;"Mato Grosso";
"Unknown";"Portuguese";19;"Neutral";"intensa pressão popular,poder de forma pacífica";"#UseAmarelo";2;"Twitter for Android";19;253;"Jun 28, 2020";10:05 PM;;
"Unknown";"Portuguese";324;"Negative";;"#UseAmarelo";5;"Twitter for Android";324;727;"Jun 28, 2020";10:05 PM;;
"Unknown";"Portuguese";5331;"Negative";;"#UseAmarelo";7;"Twitter for Android";5331;4983;"Jun 28, 2020";10:04 PM;;
"Unknown";"Portuguese";6;"Neutral";"atual regime";"#UseAmarelo";1;"Twitter for iPhone";6;216;"Jun 28, 2020";10:04 PM;;
"Brazil";"Portuguese";237;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";4;"Twitter for Android";237;547;"Jun 28, 2020";10:04 PM;"Pernambuco";"Caruaru"
"Unknown";"Portuguese";862;"Negative";;"#UseAmarelo";5;"Twitter Web App";862;927;"Jun 28, 2020";10:03 PM;;
"Brazil";"Portuguese";66083;"Negative";;"#UseAmarelo";9;"Twitter for iPhone";66083;614;"Jun 28, 2020";10:02 PM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";103;"Neutral";"amarelo nas diretas,eleições diretas,movimento decisivo,sinônimo de covardia";"#UseAmarelo";3;"Twitter for Android";103;212;"Jun 28, 2020";10:01 PM;"Federal District";"Brasília"
"Brazil";"Portuguese";88;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";3;"Twitter for Android";88;743;"Jun 28, 2020";10:01 PM;"Mato Grosso";
"Unknown";"Portuguese";8;"Neutral";"debate honesto,espírito de coesão,harmonia institucional,modelo parlamentarista,sistema de governo";"#UseAmarelo";2;"Twitter for Android";8;241;"Jun 28, 2020";10:00 PM;;
"Brazil";"Portuguese";394;"Neutral";;"#UseAmarelo";5;"Twitter Web App";394;192;"Jun 28, 2020";9:59 PM;"Mato Grosso";
"Brazil";"Portuguese";2036;"Neutral";"sistema de governo";"#UseAmarelo";7;"Twitter for iPhone";2036;350;"Jun 28, 2020";9:59 PM;"Goiás";"Goiânia"
"Brazil";"Portuguese";501;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for iPhone";501;690;"Jun 28, 2020";9:57 PM;"Goiás";"Goiânia"
"Brazil";"Portuguese";470;"Negative";"anos iniciais,eventos históricos";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:57 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";440;"Neutral";"atual regime";"#UseAmarelo";5;"Twitter for iPhone";440;732;"Jun 28, 2020";9:57 PM;"Mato Grosso do Sul";"Rio Verde de Mato Grosso"
"Brazil";"Portuguese";470;"Neutral";;"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:57 PM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";470;"Neutral";"anos de regime militar";"#UseAmarelo";5;"Twitter for iPhone";470;2440;"Jun 28, 2020";9:57 PM;"Rio Grande do Sul";"Porto Alegre"
